abs_page_link,abstract,all_categories,arxiv_id,author,authors,comment,created_at,journal_ref,last_author,pdf_link,primary_category,published,title,updated_at
http://arxiv.org/abs/1901.00869v1,"Gravitational wave detection requires an in-depth understanding of the
physical properties of gravitational wave signals, and the noise from which
they are extracted. Understanding the statistical properties of noise is a
complex endeavor, particularly in realistic detection scenarios. In this
article we demonstrate that deep learning can handle the non-Gaussian and
non-stationary nature of gravitational wave data, and showcase its application
to denoise the gravitational wave signals generated by the binary black hole
mergers GW150914, GW170104, GW170608 and GW170814 from advanced LIGO noise. To
exhibit the accuracy of this methodology, we compute the overlap between the
time-series signals produced by our denoising algorithm, and the numerical
relativity templates that are expected to describe these gravitational wave
sources, finding overlaps greater than 0.99. We discuss the implications of
these results for the characterization of gravitational wave signals.","gr-qc, astro-ph.IM, physics.data-an, 68T10, I.2; J.2",1901.00869v1,E. A. Huerta,"Wei Wei, E. A. Huerta","8 pages, 5 figures",2019-01-07 20:20:31,No journal ref found,E. A. Huerta,http://arxiv.org/pdf/1901.00869v1,gr-qc,2019-01-03T19:00:05Z,"Gravitational Wave Denoising of Binary Black Hole Mergers with Deep
  Learning",2019-01-07 20:20:31
http://arxiv.org/abs/1901.00875v1,"We present a study for the generation of events from a physical process with
generative deep learning. To simulate physical processes it is not only
important to produce physical events, but also to produce the events with the
right frequency of occurrence (density). We investigate the feasibility to
learn the event generation and the frequency of occurrence with Generative
Adversarial Networks (GANs) and Variational Autoencoders (VAEs) to produce
events like Monte Carlo generators. We study three toy models from high energy
physics, i.e. a simple two-body decay, the processes $e^+e^-\to Z \to l^+l^-$
and $p p \to t\bar{t} $ including the decay of the top quarks and a simulation
of the detector response. We show that GANs and the standard VAE do not produce
the right distributions. By buffering density information of Monte Carlo events
in latent space given the encoder of a VAE we are able to construct a prior for
the sampling of new events from the decoder that yields distributions that are
in very good agreement with real Monte Carlo events and are generated
$\mathcal{O}(10^8)$ times faster. Applications of this work include generic
density estimation and sampling, targeted event generation via a principal
component analysis of encoded events in the latent space and the possibility to
generate better random numbers for importance sampling, e.g. for the phase
space integration of matrix elements in quantum perturbation theories. The
method also allows to build event generators directly from real data events.","hep-ph, hep-ex, physics.data-an",1901.00875v1,Rob Verheyen,"Sydney Otten, Sascha Caron, Wieske de Swart, Melissa van Beekveld, Luc Hendriks, Caspar van Leeuwen, Damian Podareanu, Roberto Ruiz de Austri, Rob Verheyen","11 pages, 7 figures",2019-01-07 20:20:32,No journal ref found,Rob Verheyen,http://arxiv.org/pdf/1901.00875v1,hep-ph,2019-01-03T19:01:09Z,Event Generation and Statistical Sampling with Deep Generative Models,2019-01-07 20:20:32
http://arxiv.org/abs/1901.00905v1,"We report experimental studies of atom-ion collisions in the thermal regime
(several hundred Kelvin) using trapped ytterbium (Yb$^+$) ions immersed in
potassium (K) vapor. Various collisional rate coefficients of the Yb$^+$ ion
per K-atom number density are measured. We find the isotopically dependent
charge-exchange rate coefficients to be $\kappa_{\rm
ce}=(12.7\pm0.8)\times10^{-14}$ cm$^3$s$^{-1}$ and $\kappa_{\rm
ce}=(5.3\pm0.3)\times10^{-14}$ cm$^3$s$^{-1}$ for K-$^{171}$Yb$^+$ and
K-$^{172}$Yb$^+$ respectively. The spin-destruction rate coefficient is
$\kappa_{\rm sd}=(1.46\pm0.29)\times10^{-9}$ cm$^3$s$^{-1}$, and the
spin-exchange rate coefficient is $\kappa_{\rm se}=(1.64\pm0.24)\times10^{-9}$
cm$^3$s$^{-1}$. Both spin-dependent coefficients do not show isotopic
dependence. Unlike alkali-alkali atomic systems that normally have $\kappa_{\rm
se}\gg\kappa_{\rm sd}$, we find this thermal atom-ion system has $\kappa_{\rm
se}\sim\kappa_{\rm sd}$, which is not fully understood in theory. Similar
results have also been reported previously from other cold atom-ion hybrid
systems. We believe it is important to understand the collisional physics with
different atom-ion combinations for developing various atomic hybrid platforms.",physics.atom-ph,1901.00905v1,Yuan-Yu Jau,"Thai M. Hoang, Peter D. D. Schwindt, Yuan-Yu Jau","5 pages, 4 figures",2019-01-07 20:20:34,No journal ref found,Yuan-Yu Jau,http://arxiv.org/pdf/1901.00905v1,physics.atom-ph,2019-01-03T20:20:16Z,Thermal Atom-Ion Collisions in K-Yb$^{+}$ Hybrid System,2019-01-07 20:20:34
http://arxiv.org/abs/1901.00909v1,"Time harmonic inverse scattering using accurate forward models is often
computationally expensive. On the other hand, the use of computationally
efficient solvers, such as the Born approximation, may fail if the targets do
not satisfy the assumptions of the simplified model. In the Bayesian framework
for inverse problems, one can construct a statistical model for the errors that
are induced when approximate solvers are used, and hence increase the domain of
applicability of the approximate model. In this paper, we investigate the error
structure that is induced by the Born approximation and show that the Bayesian
approximation error approach can be used to partially recover from these
errors. In particular, we study the model problem of reconstruction of the
index of refraction of a penetrable medium from measurements of the far field
pattern of the scattered wave.",physics.comp-ph,1901.00909v1,Peter Monk,"Jari P. Kaipio, Tomi Huttunen, Teemu Luostari, Timo Lähivaara, Peter Monk",No comment found,2019-01-07 20:20:35,No journal ref found,Peter Monk,http://arxiv.org/pdf/1901.00909v1,physics.comp-ph,2019-01-03T20:28:48Z,"A Bayesian approach to improving the Born approximation for inverse
  scattering with high contrast materials",2019-01-07 20:20:35
http://arxiv.org/abs/1901.00915v1,"Deep Learning (DL) algorithms hold great promise for applications in the
field of computational biophysics. In fact, the vast amount of available
molecular structures, as well as their notable complexity, constitutes an ideal
context in which DL-based approaches can be profitably employed. To express the
full potential of these techniques, though, it is a prerequisite to express the
information contained in the molecule's atomic positions and distances in a set
of input quantities that the network can process. Many of the molecular
descriptors devised insofar are effective and manageable for relatively small
structures, but become complex and cumbersome for larger ones. Furthermore,
most of them are defined locally, a feature that could represent a limit for
those applications where global properties are of interest. Here, we build a
deep learning architecture capable of predicting non-trivial and intrinsically
global quantities, that is, the eigenvalues of a protein's lowest-energy
fluctuation modes. This application represents a first, relatively simple test
bed for the development of a neural network approach to the quantitative
analysis of protein structures, and demonstrates unexpected use in the
identification of mechanically relevant regions of the molecule.","cond-mat.soft, physics.comp-ph, q-bio.BM",1901.00915v1,Raffaello Potestio,"Marco Giulini, Raffaello Potestio",No comment found,2019-01-07 20:20:36,No journal ref found,Raffaello Potestio,http://arxiv.org/pdf/1901.00915v1,cond-mat.soft,2019-01-03T21:11:18Z,A deep learning approach to the structural analysis of proteins,2019-01-07 20:20:36
http://arxiv.org/abs/1901.00917v1,"A thermomechanical, polar continuum formulation under finite strains is
proposed for anisotropic materials using a multiplicative decomposition of the
deformation gradient. First, the kinematics and conservation laws for three
dimensional, polar and non-polar continua are obtained. Next, these kinematics
are connected to their corresponding counterparts for surface continua based on
Kirchhoff-Love kinematics. Likewise, the conservation laws for Kirchhoff-Love
shells are derived from their three dimensional counterparts. From this, the
weak forms are obtained for three dimensional non-polar continua and
Kirchhoff-Love shells. These formulations are expressed in tensorial form so
that they can be used in both curvilinear and Cartesian coordinates. They can
be used to model anisotropic crystals and soft biological materials, and they
can be extended to other field equations, like Maxwell's equations to model
thermo-electro-magneto-mechanical materials.","cs.NA, physics.class-ph",1901.00917v1,Roger A. Sauer,"Reza Ghaffari, Roger A. Sauer",No comment found,2019-01-07 20:20:40,No journal ref found,Roger A. Sauer,http://arxiv.org/pdf/1901.00917v1,cs.NA,2019-01-03T21:22:56Z,"A nonlinear thermomechanical formulation for anisotropic volume and
  surface continua",2019-01-07 20:20:40
http://arxiv.org/abs/1901.00918v1,"We analytically investigate the effect of a non-centrosymmetric geometry in
the optical second harmonic (SH) generation from a particle made of a
centrosymmetric material, in the interior of which quadratic optical processes
are suppressed. We consider a cylindrical particle with a cross-section that is
slightly deformed away from a circle and with a radius much smaller than the
wavelength. We calculate the induced linear and nonlinear fields perturbatively
in terms of the deformation parameter and obtain the nonlinear dipolar and
quadrupolar hyperpolarizabilities, whose spectra we evaluate for metallic and
dielectric materials. We show that for very small deformations the dipolar
contribution to the response competes with the quadrupolar term, and may even
be dominant. We explore the spectra of the hyperpolarizability and identify the
contributions to its structure for metallic and dielectric particles. We also
discuss the nature of SH radiation at various frequencies and find that it may
be dominated by the dipolar or the quadrupolar term, or that both may compete
yielding non-symmetric radiation patterns. Our calculation may be employed to
assess, calibrate and test numerical SH calculations.",physics.optics,1901.00918v1,W. Luis Mochán,"Raksha Singla, W. Luis Mochán",No comment found,2019-01-07 20:20:41,No journal ref found,W. Luis Mochán,http://arxiv.org/pdf/1901.00918v1,physics.optics,2019-01-03T21:38:34Z,"Analytical Theory of Second Harmonic Generation from a Nanoparticle with
  a Non-Centrosymmetric Geometry",2019-01-07 20:20:41
http://arxiv.org/abs/1901.00920v1,"The $\mu$eV axion is a well-motivated extension to the standard model. The
Axion Dark Matter eXperiment (ADMX) collaboration seeks to discover this
particle by looking for the resonant conversion of dark-matter axions to
microwave photons in a strong magnetic field. In this Letter, we report results
from a pathfinder experiment, the ADMX ""Sidecar,"" which is designed to pave the
way for future, higher mass, searches. This testbed experiment lives inside of
and operates in tandem with the main ADMX experiment. The Sidecar experiment
excludes masses in three widely spaced frequency ranges (4202-4249, 5086-5799,
and 7173-7203 MHz). In addition, Sidecar demonstrates the successful use of a
piezoelectric actuator for cavity tuning. Finally, this publication is the
first to report data measured using both the TM$_{010}$ and TM$_{020}$ modes.","hep-ex, astro-ph.CO, physics.ins-det",1901.00920v1,E. Lentz (University of Göttingen),"C. Boutan, M. Jones, B. H. LaRoque, N. S. Oblath, R. Cervantes, N. Du, N. Force, S. Kimes, R. Ottens, L. J. Rosenberg, G. Rybka, J. Yang, G. Carosi, N. Woollett, D. Bowring, A. S. Chou, R. Khatiwada, A. Sonnenschein, W. Wester, R. Bradley, E. J. Daw, A. Agrawal, A. V. Dixit, J. Clarke, S. R. O'Kelley, N. Crisosto, J. R. Gleason, S. Jois, P. Sikivie, I. Stern, N. S. Sullivan, D. B. Tanner, P. M. Harrington, E. Lentz","7 Pages, 4 figures",2019-01-07 20:20:43,Phys. Rev. Lett. 121 (2018) 261302,E. Lentz (University of Göttingen),http://arxiv.org/pdf/1901.00920v1,hep-ex,2019-01-03T21:51:57Z,Piezoelectrically Tuned Multimode Cavity Search for Axion Dark Matter,2019-01-07 20:20:43
http://arxiv.org/abs/1901.00922v1,"Photonic integrated resonators stand out as reliable frequency converters due
to their compactness and stability, with second-harmonic generation (SHG)
efficiencies of up to 17000%/W reported recently in aluminum nitride
microrings. In this work, a sufficiently strong second-harmonic (SH) signal up
to microwatts was generated by a photonic integrated frequency doubler using a
milliwatt infrared (IR) laser source. Furthermore, increased SHG bandwidth
covering $^{85}$Rb and $^{87}$Rb D$_2$ transition lines as well as saturated
absorption spectroscopy (SAS) were demonstrated by tuning the pump power and
chip temperature. Here, we present, to the best of our knowledge, the first
successful locking of an IR laser to Rb saturated absorption lines via a
photonic chip frequency doubler.","physics.ins-det, physics.optics",1901.00922v1,Chang-Ling Zou,"Jiacheng Xie, Jia-Qi Wang, Zhu-Bo Wang, Xin-Xin Hu, Xiang Guo, Rui Niu, Joshua B. Surya, Ji-Zhe Zhang, Chun-Hua Dong, Guang-Can Guo, Hong X. Tang, Chang-Ling Zou","4 pages, 4 figures",2019-01-07 20:20:44,No journal ref found,Chang-Ling Zou,http://arxiv.org/pdf/1901.00922v1,physics.ins-det,2019-01-01T14:38:54Z,"Infrared Laser Locking to Rubidium Saturated Absorption Spectrum via a
  Photonic Chip Frequency Doubler",2019-01-07 20:20:44
http://arxiv.org/abs/1901.00923v1,"We report on the center of mass cooling of an optically levitated
nanoparticle with an optimal control protocol. This novel feedback technique,
which relies on the action of an electric field on charged particles, is based
on a linear quadratic regulator optimized by a machine learning algorithm. Our
scheme has shorter transients than regular cold damping and outperforms the
standard parametric feedback cooling in efficiency, simplicity and robustness,
allowing for the first observation of noise squashing in a levitated particle.
This cooling technique is particularly relevant for experiments demanding high
repetition rates and force sensing based on levitated objects.","physics.ins-det, physics.optics",1901.00923v1,Romain Quidant,"Gerard P. Conangla, Nadine Meyer, Francesco Ricci, Marc T. Cuairan, Romain Quidant",4 figures,2019-01-07 20:20:45,No journal ref found,Romain Quidant,http://arxiv.org/pdf/1901.00923v1,physics.ins-det,2018-12-31T18:09:51Z,"Optimal Feedback Cooling of a charged Levitated Nanoparticle with
  Adaptive Control",2019-01-07 20:20:45
http://arxiv.org/abs/1901.00924v1,"Quantum annealing is a heuristic algorithm that solves combinatorial
optimization problems, and D-Wave Systems Inc. has developed hardware
implementation of this algorithm. However, in general, we cannot embed all the
logical variables of a large-scale problem, since the number of available
qubits is limited. In order to handle a large problem, qbsolv has been proposed
as a method for partitioning the original large problem into subproblems that
are embeddable in the D-Wave quantum annealer, and it then iteratively
optimizes the subproblems using the quantum annealer. Multiple logical
variables in the subproblem are simultaneously updated in this iterative
solver, and using this approach we expect to obtain better solutions than can
be obtained by conventional local search algorithms. Although embedding of
large subproblems is essential for improving the accuracy of solutions in this
scheme, the size of the subproblems are small in qbsolv since the subproblems
are basically embedded by using an embedding of a complete graph even for
sparse problem graphs. This means that the resource of the D-Wave quantum
annealer is not exploited efficiently. In this paper, we propose a fast
algorithm for embedding larger subproblems, and we show that better solutions
are obtained efficiently by embedding larger subproblems.","quant-ph, physics.data-an",1901.00924v1,Shinichiro Taguchi,"Shuntaro Okada, Masayuki Ohzeki, Masayoshi Terabe, Shinichiro Taguchi","11pages, 7 figures",2019-01-07 20:20:47,No journal ref found,Shinichiro Taguchi,http://arxiv.org/pdf/1901.00924v1,quant-ph,2019-01-02T15:36:57Z,"Improving solutions by embedding larger subproblems in a D-Wave quantum
  annealer",2019-01-07 20:20:47
http://arxiv.org/abs/1901.00940v1,"Interaction of corrugated steel plates with surrounding environment causes
the investigation of seismic behavior of soil-steel structures to be
complicated. Reviewing the available literature confirms the considerable
scarceness in this matter. Therefore, the subject of the present study is
allocated to the study of seismic behavior of soil-steel railway bridges by
means of FEM dynamic analysis. The ABAQUS software was utilized for two and
three dimensional simulations of the mentioned structures with four definite
spans in time-domain. Many important issues like the effect of 2D and 3D
modelling, use of elastic and elastoplastic material models and the thickness
of soil cover height were investigated. Another part of study was devoted to
the investigation of the impact of input motion characteristics such as maximum
acceleration amplitude and angle earthquake waves approach to structure on
internal forces and consequently the buckling of the structures. Obtained
results show that steel arc internal forces in 3D condition are smaller than 2D
condition. Also, elastoplastic behavior reduces the internal forces. Increase
in input acceleration amplitude and soil cover height yields to increase in
internal forces. No regular pattern found for variation of internal forces with
respect to the impact angle of input motion.",physics.geo-ph,1901.00940v1,Morteza Esmaeili,"Ehssan Hoomaan, Morteza Esmaeili",No comment found,2019-01-07 20:20:48,No journal ref found,Morteza Esmaeili,http://arxiv.org/pdf/1901.00940v1,physics.geo-ph,2019-01-03T23:25:10Z,Numerical Seismic Analysis of Railway Soil-Steel Bridges,2019-01-07 20:20:48
http://arxiv.org/abs/1901.00948v1,"The identification of descriptors of materials properties and functions that
capture the underlying physical mechanisms is a critical goal in data-driven
materials science. Only such descriptors will enable a trustful and efficient
scanning of materials spaces and possibly the discovery of new materials.
Recently, the sure-independence screening and sparsifying operator (SISSO) has
been introduced and was successfully applied to a number of materials-science
problems. SISSO is a compressed-sensing based methodology yielding predictive
models that are expressed in form of analytical formulas, built from simple
physical properties. These formulas are systematically selected from an immense
number (billions or more) of candidates. In this work, we describe a powerful
extension of the methodology to a 'multi-task learning' approach, which
identifies a single descriptor capturing multiple target materials properties
at the same time. This approach is specifically suited for a heterogeneous
materials database with scarce or partial data, e.g., in which not all
properties are reported for all materials in the training set. As showcase
examples, we address the construction of materials-properties maps for the
relative stability of octet-binary compounds, considering several crystal
phases simultaneously, and the metal/insulator classification of binary
materials distributed over many crystal-prototypes.","cond-mat.mtrl-sci, physics.comp-ph",1901.00948v1,Luca M. Ghiringhelli,"Runhai Ouyang, Emre Ahmetcik, Christian Carbogno, Matthias Scheffler, Luca M. Ghiringhelli",No comment found,2019-01-07 20:20:49,No journal ref found,Luca M. Ghiringhelli,http://arxiv.org/pdf/1901.00948v1,cond-mat.mtrl-sci,2019-01-04T00:03:50Z,"Simultaneous Learning of Several Materials Properties from Incomplete
  Databases with Multi-Task SISSO",2019-01-07 20:20:49
http://arxiv.org/abs/1901.00953v1,"A range of nonlinear wave structures, including Langmuir waves, unipolar
electric fields and bipolar electric fields, are often observed in association
with whistler-mode chorus waves in the near-Earth space. We demonstrate that
the three seemingly different nonlinear wave structures originate from the same
nonlinear electron trapping process by whistler-mode chorus waves. The ratio of
the Landau resonant velocity to the electron thermal velocity controls the type
of nonlinear wave structures that will be generated.","physics.space-ph, astro-ph.SR, physics.plasm-ph",1901.00953v1,George Hospodarsky,"Xin An, Jinxing Li, Jacob Bortnik, Viktor Decyk, Craig Kletzing, George Hospodarsky",accepted for publication in Physical Review Letters,2019-01-07 20:20:50,No journal ref found,George Hospodarsky,http://arxiv.org/pdf/1901.00953v1,physics.space-ph,2019-01-04T00:25:52Z,"A unified view of nonlinear wave structures associated with
  whistler-mode chorus",2019-01-07 20:20:50
http://arxiv.org/abs/1901.00954v1,"We report an uncertainty evaluation of an $^{171}$Yb optical lattice clock
with a total fractional uncertainty of $3.6\times10^{-16}$, which is mainly
limited by the lattice-induced light shift and the blackbody radiation shift.
Our evaluation of the lattice-induced light shift, the density shift, and the
second-order Zeeman shift is based on an interleaved measurement where we
measure the frequency shift using the alternating stabilization of a clock
laser to the $\mathrm{6s^{2}\,^{1}S_{0}-6s6p\,^{3}P_{0}}$ clock transition with
two different experimental parameters. In the present evaluation, the
uncertainties of two sensitivity coefficients for the lattice-induced
hyperpolarizability shift $d$ incorporated in a widely-used light shift model
by RIKEN and the second-order Zeeman shift $a_{\mathrm{Z}}$ are improved
compared with the uncertainties of previous coefficients. The
hyperpolarizability coefficient $d$ is determined by investigating the trap
potential depth and the light shifts at the lattice frequencies near the
two-photon transitions $\mathrm{6s6p^{3}P_{0}-6s8p^{3}P_{0}}$,
$\mathrm{6s8p^{3}P_{2}}$, and $\mathrm{6s5f^{3}F_{2}}$. The obtained values are
$d=-1.1(4)$ $\mathrm{\mu}$Hz and $a_{\mathrm{Z}}=-6.6(3)$ Hz/mT$^{2}$. These
improved coefficients should reduce the total systematic uncertainties of Yb
lattice clocks at other institutes.",physics.atom-ph,1901.00954v1,Masami Yasuda,"Takumi Kobayashi, Daisuke Akamatsu, Yusuke Hisai, Takehiko Tanabe, Hajime Inaba, Tomonari Suzuyama, Feng-Lei Hong, Kazumoto Hosaka, Masami Yasuda",No comment found,2019-01-07 20:20:52,"IEEE Transactions on Ultrasonics Ferroelectrics, and Frequency
  Control, Vol. 65, No. 12, pp.2449 (2018)",Masami Yasuda,http://arxiv.org/pdf/1901.00954v1,physics.atom-ph,2019-01-04T00:26:51Z,Uncertainty evaluation of an $^{171}$Yb optical lattice clock at NMIJ,2019-01-07 20:20:52
http://arxiv.org/abs/1901.00970v1,"We experimentally observe a multi-mode Floquet-state maser in a periodically
driven two-level system of pumped $^{129}$Xe atoms with real-time feedback
control. The demonstrated maser is based on the Floquet synthetic states and
shows, in principle, unlimited observation time to overcome the fundamental
decoherence effect. Further taking advantage of this kind of maser, we
demonstrate the $^{129}$Xe Floquet spectroscopy with sub-millihertz resolution.
The reported Floquet-state maser offers new capabilities to detect
ultralow-frequency magnetic fields and search for ultralight axions and
axion-like particles with rest energies below $10^{-16}$ eV (Compton
frequencies below $20$ mHz).","quant-ph, physics.atom-ph",1901.00970v1,Dmitry Budker,"Min Jiang, Hui Li, Zhennan Zhu, Xinhua Peng, Dmitry Budker","5 pages, 5 figures",2019-01-07 20:20:53,No journal ref found,Dmitry Budker,http://arxiv.org/pdf/1901.00970v1,quant-ph,2019-01-04T02:52:43Z,Floquet-state Maser under Real-time Quantum Feedback Control,2019-01-07 20:20:53
http://arxiv.org/abs/1901.00982v1,"Long-term temporal correlations observed in event sequences of natural and
social phenomena have been characterized by algebraically decaying
autocorrelation functions. Such temporal correlations can be understood not
only by heterogeneous interevent times (IETs) but also by correlations between
IETs. In contrast to the role of the heterogeneities of IETs on the
autocorrelation function, yet little is known about the effects due to the
correlations between IETs. In order to investigate these effects, we devise an
analytically solvable model with tunable memory coefficient $M$ between two
consecutive IETs. We derive an analytic form of the autocorrelation function as
a function of $M$ for arbitrary IET distributions, which are numerically
confirmed, particularly for heavy-tailed IET distributions. Our analytic
approach enables us to better understand long-term temporal correlations due to
the correlations between IETs.","physics.soc-ph, physics.data-an",1901.00982v1,Hang-Hyun Jo,Hang-Hyun Jo,"4 pages, 3 figures",2019-01-07 20:20:54,No journal ref found,Hang-Hyun Jo,http://arxiv.org/pdf/1901.00982v1,physics.soc-ph,2019-01-04T05:16:51Z,"Analytically Solvable Autocorrelation Function for Correlated Interevent
  Times",2019-01-07 20:20:54
http://arxiv.org/abs/1901.00986v1,"Polarization control of ultrafast coherent light pulses through the
light-matter interaction in quantum materials holds the key to many technical
innovations including quantum communication, on-chip information processing and
storage. Here, we discover strong coherent terahertz emission from the Weyl
semimetal TaAs and demonstrate unprecedented manipulation over its polarization
and chirality at femtosecond timescale. Such controllability is achieved via
the polarization-dependent, colossal ultrafast photocurrents in TaAs using the
circular and/or linear photogalvanic effect. The results are well supported by
theory. Our findings pave the way to design conceptually novel chiral photon
sources using quantum materials and open up new opportunities for developing
ultrafast opto-electronics in topological Weyl semimetals.","cond-mat.mtrl-sci, cond-mat.other, physics.optics",1901.00986v1,J. Qi,"Y. Gao, Y. Qin, Y. P. Liu, Y. L. Su, S. Kaushik, E. J. Philip, X. Chen, Z. Li, H. Weng, D. E. Kharzeev, M. K. Liu, J. Qi",No comment found,2019-01-07 20:20:55,No journal ref found,J. Qi,http://arxiv.org/pdf/1901.00986v1,cond-mat.mtrl-sci,2019-01-04T05:37:36Z,"Coherent terahertz emission with tunable ellipticity and optical
  chirality from the Weyl semimetal TaAs",2019-01-07 20:20:55
http://arxiv.org/abs/1901.00990v1,"A variational framework, initially developed for high-order mesh
optimisation, is being extended for r-adaptation. The method is based on the
minimisation of a functional of the mesh deformation. To achieve adaptation,
elements of the initial mesh are manipulated using metric tensors to obtain
target elements. The nonlinear optimisation in turns adapts the final
high-order mesh to best fit the description of the target elements by
minimising the element distortion. Encouraging preliminary results prove that
the method behaves well and can be used in the future for more extensive work
which shall include the use of error indicators from CFD simulations.","cs.CG, physics.comp-ph",1901.00990v1,Joaquim Peiró,"Julian Marcon, Michael Turner, David Moxey, Spencer J. Sherwin, Joaquim Peiró",Pre-print accepted to the 26th International Meshing Roundtable,2019-01-07 20:20:56,26th International Meshing Roundtable (2017),Joaquim Peiró,http://arxiv.org/pdf/1901.00990v1,cs.CG,2019-01-04T06:27:31Z,A variational approach to high-order r-adaptation,2019-01-07 20:20:56
http://arxiv.org/abs/1901.00992v1,"We describe a semi-structured method for the generation of high-order hybrid
meshes suited for the simulation of high Reynolds number flows. This is
achieved through the use of highly stretched elements in the viscous boundary
layers near the wall surfaces. CADfix is used to first repair any possible
defects in the CAD geometry and then generate a medial object based
decomposition of the domain that wraps the wall boundaries with partitions
suitable for the generation of either prismatic or hexahedral elements. The
latter is a novel distinctive feature of the method that permits to obtain
well-shaped hexahedral meshes at corners or junctions in the boundary layer.
The medial object approach allows greater control on the ""thickness"" of the
boundary-layer mesh than is generally achievable with advancing layer
techniques. CADfix subsequently generates a hybrid straight sided mesh of
prismatic and hexahedral elements in the near-field region modelling the
boundary layer, and tetrahedral elements in the far-field region covering the
rest of the domain. The mesh in the near-field region provides a framework that
facilitates the generation, via an isoparametric technique, of layers of highly
stretched elements with a distribution of points in the direction normal to the
wall tailored to efficiently and accurately capture the flow in the boundary
layer. The final step is the generation of a high-order mesh using NekMesh, a
high-order mesh generator within the Nektar++ framework. NekMesh uses the
CADfix API as a geometry engine that handles all the geometrical queries to the
CAD geometry required during the high-order mesh generation process. We will
describe in some detail the methodology using a simple geometry, a NACA wing
tip, for illustrative purposes. Finally, we will present two examples of
application to reasonably complex geometries proposed by NASA as CFD validation
cases.","cs.GR, cs.CG, physics.comp-ph, physics.flu-dyn",1901.00992v1,Mark Gammon,"Julian Marcon, Michael Turner, Joaquim Peiró, David Moxey, Claire R. Pollard, Henry Bucklow, Mark Gammon",Pre-print accepted to the 2018 AIAA Aerospace Sciences Meeting,2019-01-07 20:20:58,AIAA 2018-1403,Mark Gammon,http://arxiv.org/pdf/1901.00992v1,cs.GR,2019-01-04T06:31:38Z,High-order curvilinear hybrid mesh generation for CFD simulations,2019-01-07 20:20:58
http://arxiv.org/abs/1901.00994v1,"We describe and demonstrate the use of a novel toroidal split-ring resonator
to make accurate and precise measurements of the permittivity of liquids and
gases. We first analytically show how the resonance frequency and quality
factor of the resonator are related to the complex permittivity of the material
filling its gap. We then use the resonator to experimentally determine the
permittivity of a number of different materials. First, the compact and high-Q
resonator is used to measure both the real and imaginary parts of the complex
permittivity of methyl alcohol at 185 MHz. Second, the resonator was placed
inside a vacuum-tight Dewar. We measured the resonance frequency with the
resonator suspended in vacuum and then immersed in an atmosphere of air. From
these data, the dielectric constant of air was accurately determined. Next, the
resonator was submerged in liquid nitrogen and the boiling temperature of the
nitrogen bath was manipulated by regulating its vapor pressure. This system
allowed for a precise measurement of the dielectric constant of liquid nitrogen
over a temperature range of 64 to 77 K. Finally, we monitored the quality
factor of the copper resonator as its temperature drifted from 80 K to room
temperature. From these data, we extracted the linear temperature dependence of
copper's resistivity.",physics.ins-det,1901.00994v1,Aaron P. Clements,"Jake S. Bobowski, Aaron P. Clements","7 pages, 8 figures",2019-01-07 20:21:00,"IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES, VOL. 65, NO.
  6, JUNE 2017",Aaron P. Clements,http://arxiv.org/pdf/1901.00994v1,physics.ins-det,2019-01-04T06:43:45Z,"Permittivity and Conductivity Measured using a Novel Toroidal Split-Ring
  Resonator",2019-01-07 20:21:00
http://arxiv.org/abs/1901.01013v1,"We image GHz zero-group-velocity (ZGV) Lamb waves in the time domain by means
of an ultrafast optical technique, revealing their stationary nature and their
acoustic energy localization in two dimensions. The acoustic field is imaged to
micron resolution on a nanoscale bilayer consisting of a silicon-nitride plate
coated with a titanium film. Temporal and spatiotemporal Fourier transforms
combined with a technique involving the intensity modulation of the optical
pump and probe beams gives access to arbitrary acoustic frequencies, allowing
ZGV modes to be isolated. The dispersion curves of the bilayer system are
extracted together with the Q factor and lifetime of the first ZGV mode.
Applications include the testing of bonded nanostructures.","physics.app-ph, physics.optics",1901.01013v1,Oliver B Wright,"Qingnan Xie, Sylvain Mezil, Paul H Otsuka, Motonobu Tomoda, Jérôme Laurent, Osamu Matsuda, Zhonghua Shen, Oliver B Wright","Main : 8 pages (3 figures) - Supplementary : 4 pages (2 fig) - 1
  animation",2019-01-07 20:21:01,No journal ref found,Oliver B Wright,http://arxiv.org/pdf/1901.01013v1,physics.app-ph,2019-01-04T08:12:20Z,Imaging Gigahertz Zero-Group-Velocity Lamb Waves,2019-01-07 20:21:01
